n,theta,r,t,Y
0.8798828125,0.8740234375,0.4755859375,0.8251953125,0.42778292
0.3232421875,0.1689453125,0.1279296875,0.8251953125,0.11338113
0.6298828125,0.1240234375,0.7255859375,0.0869140625,0.32973766
0.0732421875,0.1240234375,0.7255859375,0.0869140625,0.25534642
0.6298828125,0.4189453125,0.7255859375,0.0869140625,0.42255148
0.6298828125,0.1240234375,0.8779296875,0.0869140625,0.32389867
0.6298828125,0.1240234375,0.7255859375,0.5751953125,0.2969435
0.0732421875,0.4189453125,0.8779296875,0.5751953125,0.30952707
0.1298828125,0.6240234375,0.2255859375,0.5869140625,0.32708967
0.5732421875,0.6240234375,0.2255859375,0.5869140625,0.3872155
0.1298828125,0.9189453125,0.2255859375,0.5869140625,0.33078143
0.1298828125,0.6240234375,0.3779296875,0.5869140625,0.36439848
0.1298828125,0.6240234375,0.2255859375,0.0751953125,0.36156446
0.5732421875,0.9189453125,0.3779296875,0.0751953125,0.46269086
0.1923828125,0.4365234375,0.6630859375,0.7744140625,0.32240608
0.1357421875,0.4365234375,0.6630859375,0.7744140625,0.312614
0.1923828125,0.8564453125,0.6630859375,0.7744140625,0.40930513
0.1923828125,0.4365234375,0.6904296875,0.7744140625,0.32470223
0.1923828125,0.4365234375,0.6630859375,0.2626953125,0.37477383
0.1357421875,0.8564453125,0.6904296875,0.2626953125,0.45417687
0.6923828125,0.9365234375,0.1630859375,0.2744140625,0.4117226
0.6357421875,0.9365234375,0.1630859375,0.2744140625,0.40876928
0.6923828125,0.3564453125,0.1630859375,0.2744140625,0.2550251
0.6923828125,0.9365234375,0.1904296875,0.2744140625,0.41697633
0.6923828125,0.9365234375,0.1630859375,0.7626953125,0.36185497
0.6357421875,0.3564453125,0.1904296875,0.7626953125,0.20745789
0.9423828125,0.1865234375,0.9130859375,0.5244140625,0.29714733
0.8857421875,0.1865234375,0.9130859375,0.5244140625,0.298832
0.9423828125,0.1064453125,0.9130859375,0.5244140625,0.29575863
0.9423828125,0.1865234375,0.9404296875,0.5244140625,0.29297346
0.9423828125,0.1865234375,0.9130859375,0.5126953125,0.29831937
0.8857421875,0.1064453125,0.9404296875,0.5126953125,0.29444146
0.4423828125,0.6865234375,0.4130859375,0.0244140625,0.45888558
0.3857421875,0.6865234375,0.4130859375,0.0244140625,0.45185044
0.4423828125,0.6064453125,0.4130859375,0.0244140625,0.45476642
0.4423828125,0.6865234375,0.4404296875,0.0244140625,0.46562982
0.4423828125,0.6865234375,0.4130859375,0.0126953125,0.45916003
0.3857421875,0.6064453125,0.4404296875,0.0126953125,0.45474997
0.3173828125,0.0615234375,0.0380859375,0.1494140625,0.16680771
0.2607421875,0.0615234375,0.0380859375,0.1494140625,0.15818875
0.3173828125,0.9814453125,0.0380859375,0.1494140625,0.36405554
0.3173828125,0.0615234375,0.8154296875,0.1494140625,0.2929549
0.3173828125,0.0615234375,0.0380859375,0.6376953125,0.12872888
0.2607421875,0.9814453125,0.8154296875,0.6376953125,0.4435049
0.8173828125,0.5615234375,0.5380859375,0.6494140625,0.45594895
0.7607421875,0.5615234375,0.5380859375,0.6494140625,0.45529914
0.8173828125,0.4814453125,0.5380859375,0.6494140625,0.4199822
0.8173828125,0.5615234375,0.3154296875,0.6494140625,0.40272158
0.8173828125,0.5615234375,0.5380859375,0.1376953125,0.49596205
0.7607421875,0.4814453125,0.3154296875,0.1376953125,0.40611812
0.5673828125,0.3115234375,0.2880859375,0.3994140625,0.24451959
0.5107421875,0.3115234375,0.2880859375,0.3994140625,0.23940349
0.5673828125,0.2314453125,0.2880859375,0.3994140625,0.22971724
0.5673828125,0.3115234375,0.5654296875,0.3994140625,0.30965862
0.5673828125,0.3115234375,0.2880859375,0.3876953125,0.2454087
0.5107421875,0.2314453125,0.5654296875,0.3876953125,0.29062927
0.0673828125,0.8115234375,0.7880859375,0.8994140625,0.3696105
0.0107421875,0.8115234375,0.7880859375,0.8994140625,0.35911167
0.0673828125,0.7314453125,0.7880859375,0.8994140625,0.36925465
0.0673828125,0.8115234375,0.0654296875,0.8994140625,0.24488617
0.0673828125,0.8115234375,0.7880859375,0.8876953125,0.37186545
0.0107421875,0.7314453125,0.0654296875,0.8876953125,0.2362865
0.0986328125,0.2802734375,0.1318359375,0.1181640625,0.15357298
0.9794921875,0.2802734375,0.1318359375,0.1181640625,0.22552218
0.0986328125,0.4501953125,0.1318359375,0.1181640625,0.2662296
0.0986328125,0.2802734375,0.2841796875,0.1181640625,0.18528256
0.0986328125,0.2802734375,0.1318359375,0.4189453125,0.13677187
0.9794921875,0.4501953125,0.2841796875,0.4189453125,0.35308725
0.5986328125,0.7802734375,0.6318359375,0.6181640625,0.4788649
0.4794921875,0.7802734375,0.6318359375,0.6181640625,0.46811855
0.5986328125,0.9501953125,0.6318359375,0.6181640625,0.47902918
0.5986328125,0.7802734375,0.7841796875,0.6181640625,0.4869753
0.5986328125,0.7802734375,0.6318359375,0.9189453125,0.4310131
0.4794921875,0.9501953125,0.7841796875,0.9189453125,0.42854142
0.8486328125,0.0302734375,0.3818359375,0.3681640625,0.2621761
0.2294921875,0.0302734375,0.3818359375,0.3681640625,0.20892486
0.8486328125,0.7001953125,0.3818359375,0.3681640625,0.45866555
0.8486328125,0.0302734375,0.0341796875,0.3681640625,0.19425079
0.8486328125,0.0302734375,0.3818359375,0.6689453125,0.23185283
0.2294921875,0.7001953125,0.0341796875,0.6689453125,0.30716574
0.3486328125,0.5302734375,0.8818359375,0.8681640625,0.39379823
0.7294921875,0.5302734375,0.8818359375,0.8681640625,0.42758036
0.3486328125,0.2001953125,0.8818359375,0.8681640625,0.22025312
0.3486328125,0.5302734375,0.5341796875,0.8681640625,0.3764249
0.3486328125,0.5302734375,0.8818359375,0.1689453125,0.46676394
0.7294921875,0.2001953125,0.5341796875,0.1689453125,0.30962762
0.4736328125,0.1552734375,0.5068359375,0.9931640625,0.18605545
0.6044921875,0.1552734375,0.5068359375,0.9931640625,0.19785443
0.4736328125,0.3251953125,0.5068359375,0.9931640625,0.20931414
0.4736328125,0.1552734375,0.1591796875,0.9931640625,0.10445501
0.4736328125,0.1552734375,0.5068359375,0.5439453125,0.25796655
0.6044921875,0.3251953125,0.1591796875,0.5439453125,0.21142378
0.9736328125,0.6552734375,0.0068359375,0.4931640625,0.37394065
0.1044921875,0.6552734375,0.0068359375,0.4931640625,0.30275497
0.9736328125,0.8251953125,0.0068359375,0.4931640625,0.37588075
0.9736328125,0.6552734375,0.6591796875,0.4931640625,0.49818483
0.9736328125,0.6552734375,0.0068359375,0.0439453125,0.3994773
0.1044921875,0.8251953125,0.6591796875,0.0439453125,0.45447588
0.7236328125,0.4052734375,0.7568359375,0.7431640625,0.35969573
0.3544921875,0.4052734375,0.7568359375,0.7431640625,0.32691604
0.7236328125,0.5751953125,0.7568359375,0.7431640625,0.4674721
0.7236328125,0.4052734375,0.4091796875,0.7431640625,0.30671722
0.7236328125,0.4052734375,0.7568359375,0.2939453125,0.40542784
0.3544921875,0.5751953125,0.4091796875,0.2939453125,0.42744604
0.2236328125,0.9052734375,0.2568359375,0.2431640625,0.3817174
0.8544921875,0.9052734375,0.2568359375,0.2431640625,0.43587315
0.2236328125,0.0751953125,0.2568359375,0.2431640625,0.1845267
0.2236328125,0.9052734375,0.9091796875,0.2431640625,0.46238205
0.2236328125,0.9052734375,0.2568359375,0.7939453125,0.32514912
0.8544921875,0.0751953125,0.9091796875,0.7939453125,0.26277876
0.1611328125,0.0927734375,0.8193359375,0.4306640625,0.25110507
0.4169921875,0.0927734375,0.8193359375,0.4306640625,0.28973058
0.1611328125,0.1376953125,0.8193359375,0.4306640625,0.25149828
0.1611328125,0.0927734375,0.2216796875,0.4306640625,0.15363634
0.1611328125,0.0927734375,0.8193359375,0.6064453125,0.23347665
0.4169921875,0.1376953125,0.2216796875,0.6064453125,0.17502664
0.6611328125,0.5927734375,0.3193359375,0.9306640625,0.35851645
0.9169921875,0.5927734375,0.3193359375,0.9306640625,0.36142853
0.6611328125,0.6376953125,0.3193359375,0.9306640625,0.36245173
0.6611328125,0.5927734375,0.7216796875,0.9306640625,0.43349156
0.6611328125,0.5927734375,0.3193359375,0.1064453125,0.44592005
0.9169921875,0.6376953125,0.7216796875,0.1064453125,0.5277425
0.9111328125,0.3427734375,0.5693359375,0.1806640625,0.34626687
0.6669921875,0.3427734375,0.5693359375,0.1806640625,0.34348604
0.9111328125,0.8876953125,0.5693359375,0.1806640625,0.5110174
0.9111328125,0.3427734375,0.4716796875,0.1806640625,0.32617337
0.9111328125,0.3427734375,0.5693359375,0.3564453125,0.33654103
0.6669921875,0.8876953125,0.4716796875,0.3564453125,0.47841722
0.4111328125,0.8427734375,0.0693359375,0.6806640625,0.33594573
0.1669921875,0.8427734375,0.0693359375,0.6806640625,0.29906175
0.4111328125,0.3876953125,0.0693359375,0.6806640625,0.20284688
0.4111328125,0.8427734375,0.9716796875,0.6806640625,0.43996993
0.4111328125,0.8427734375,0.0693359375,0.8564453125,0.30807334
0.1669921875,0.3876953125,0.9716796875,0.8564453125,0.24211472
0.2861328125,0.4677734375,0.4443359375,0.5556640625,0.35536438
0.0419921875,0.4677734375,0.4443359375,0.5556640625,0.31345975
0.2861328125,0.0126953125,0.4443359375,0.5556640625,0.2167525
0.2861328125,0.4677734375,0.3466796875,0.5556640625,0.33081865
0.2861328125,0.4677734375,0.4443359375,0.4814453125,0.36279076
0.0419921875,0.0126953125,0.3466796875,0.4814453125,0.15772852
0.7861328125,0.9677734375,0.9443359375,0.0556640625,0.518348
0.5419921875,0.9677734375,0.9443359375,0.0556640625,0.5057096
0.7861328125,0.5126953125,0.9443359375,0.0556640625,0.48912352
0.7861328125,0.9677734375,0.8466796875,0.0556640625,0.53064317
0.7861328125,0.9677734375,0.9443359375,0.9814453125,0.41871315
0.5419921875,0.5126953125,0.8466796875,0.9814453125,0.3891455
0.5361328125,0.2177734375,0.1943359375,0.8056640625,0.1561956
0.7919921875,0.2177734375,0.1943359375,0.8056640625,0.16943067
0.5361328125,0.7626953125,0.1943359375,0.8056640625,0.3501286
0.5361328125,0.2177734375,0.0966796875,0.8056640625,0.13966134
0.5361328125,0.2177734375,0.1943359375,0.7314453125,0.16794719
0.7919921875,0.7626953125,0.0966796875,0.7314453125,0.35858104
0.0361328125,0.7177734375,0.6943359375,0.3056640625,0.4333452
0.2919921875,0.7177734375,0.6943359375,0.3056640625,0.47722828
0.0361328125,0.2626953125,0.6943359375,0.3056640625,0.24421087
0.0361328125,0.7177734375,0.5966796875,0.3056640625,0.42240185
0.0361328125,0.7177734375,0.6943359375,0.2314453125,0.4374349
0.2919921875,0.2626953125,0.5966796875,0.2314453125,0.28124034
0.0517578125,0.4833984375,0.9287109375,0.2275390625,0.38333997
0.5888671875,0.4833984375,0.9287109375,0.2275390625,0.45883736
0.0517578125,0.4033203125,0.9287109375,0.2275390625,0.3110601
0.0517578125,0.4833984375,0.0498046875,0.2275390625,0.2700688
0.0517578125,0.4833984375,0.9287109375,0.1220703125,0.3877411
0.5888671875,0.4033203125,0.0498046875,0.1220703125,0.27768746
0.5517578125,0.9833984375,0.4287109375,0.7275390625,0.42078808
0.0888671875,0.9833984375,0.4287109375,0.7275390625,0.35509598
0.5517578125,0.9033203125,0.4287109375,0.7275390625,0.42077625
0.5517578125,0.9833984375,0.5498046875,0.7275390625,0.44761974
0.5517578125,0.9833984375,0.4287109375,0.6220703125,0.43502346
0.0888671875,0.9033203125,0.5498046875,0.6220703125,0.39615119
0.8017578125,0.2333984375,0.6787109375,0.4775390625,0.31402135
0.3388671875,0.2333984375,0.6787109375,0.4775390625,0.27747703
0.8017578125,0.6533203125,0.6787109375,0.4775390625,0.50496167
0.8017578125,0.2333984375,0.2998046875,0.4775390625,0.23680517
0.8017578125,0.2333984375,0.6787109375,0.8720703125,0.2602641
0.3388671875,0.6533203125,0.2998046875,0.8720703125,0.3374439
0.3017578125,0.7333984375,0.1787109375,0.9775390625,0.28518212
0.8388671875,0.7333984375,0.1787109375,0.9775390625,0.3271811
0.3017578125,0.1533203125,0.1787109375,0.9775390625,0.08912283
0.3017578125,0.7333984375,0.7998046875,0.9775390625,0.39243495
0.3017578125,0.7333984375,0.1787109375,0.3720703125,0.36881495
0.8388671875,0.1533203125,0.7998046875,0.3720703125,0.32200748
0.4267578125,0.1083984375,0.3037109375,0.8525390625,0.15864226
0.9638671875,0.1083984375,0.3037109375,0.8525390625,0.18045735
0.4267578125,0.2783203125,0.3037109375,0.8525390625,0.16858903
0.4267578125,0.1083984375,0.4248046875,0.8525390625,0.18926147
0.4267578125,0.1083984375,0.3037109375,0.9970703125,0.12949595
0.9638671875,0.2783203125,0.4248046875,0.9970703125,0.19187704
0.9267578125,0.6083984375,0.8037109375,0.3525390625,0.5129937
0.4638671875,0.6083984375,0.8037109375,0.3525390625,0.49401188
0.9267578125,0.7783203125,0.8037109375,0.3525390625,0.51783
0.9267578125,0.6083984375,0.9248046875,0.3525390625,0.5011485
0.9267578125,0.6083984375,0.8037109375,0.4970703125,0.50117433
0.4638671875,0.7783203125,0.9248046875,0.4970703125,0.47518364
0.6767578125,0.3583984375,0.0537109375,0.6025390625,0.21233407
0.2138671875,0.3583984375,0.0537109375,0.6025390625,0.1599684
0.6767578125,0.5283203125,0.0537109375,0.6025390625,0.3454518
0.6767578125,0.3583984375,0.1748046875,0.6025390625,0.2298399
0.6767578125,0.3583984375,0.0537109375,0.2470703125,0.24173632
0.2138671875,0.5283203125,0.1748046875,0.2470703125,0.33999422
0.1767578125,0.8583984375,0.5537109375,0.1025390625,0.45018753
0.7138671875,0.8583984375,0.5537109375,0.1025390625,0.5103695
0.1767578125,0.0283203125,0.5537109375,0.1025390625,0.25290143
0.1767578125,0.8583984375,0.6748046875,0.1025390625,0.4669583
0.1767578125,0.8583984375,0.5537109375,0.7470703125,0.39522135
0.7138671875,0.0283203125,0.6748046875,0.7470703125,0.27488792
0.2392578125,0.1708984375,0.1162109375,0.2900390625,0.15803061
0.0263671875,0.1708984375,0.1162109375,0.2900390625,0.12059259
0.2392578125,0.2158203125,0.1162109375,0.2900390625,0.15984906
0.2392578125,0.1708984375,0.4873046875,0.2900390625,0.24239753
0.2392578125,0.1708984375,0.1162109375,0.9345703125,0.07811296
0.0263671875,0.2158203125,0.4873046875,0.9345703125,0.1268603
0.7392578125,0.6708984375,0.6162109375,0.7900390625,0.45815066
0.5263671875,0.6708984375,0.6162109375,0.7900390625,0.4450235
0.7392578125,0.7158203125,0.6162109375,0.7900390625,0.45901975
0.7392578125,0.6708984375,0.9873046875,0.7900390625,0.44494691
0.7392578125,0.6708984375,0.6162109375,0.4345703125,0.50131404
0.5263671875,0.7158203125,0.9873046875,0.4345703125,0.47585225
0.9892578125,0.4208984375,0.3662109375,0.0400390625,0.36423165
0.7763671875,0.4208984375,0.3662109375,0.0400390625,0.3683598
0.9892578125,0.9658203125,0.3662109375,0.0400390625,0.46639553
0.9892578125,0.4208984375,0.2373046875,0.0400390625,0.33252934
0.9892578125,0.4208984375,0.3662109375,0.1845703125,0.35933113
0.7763671875,0.9658203125,0.2373046875,0.1845703125,0.43392083
0.4892578125,0.9208984375,0.8662109375,0.5400390625,0.4811986
0.2763671875,0.9208984375,0.8662109375,0.5400390625,0.45328814
0.4892578125,0.4658203125,0.8662109375,0.5400390625,0.42086816
0.4892578125,0.9208984375,0.7373046875,0.5400390625,0.4861601
0.4892578125,0.9208984375,0.8662109375,0.6845703125,0.463784
0.2763671875,0.4658203125,0.7373046875,0.6845703125,0.38050464
0.3642578125,0.2958984375,0.7412109375,0.6650390625,0.2732925
0.4013671875,0.2958984375,0.7412109375,0.6650390625,0.278185
0.3642578125,0.0908203125,0.7412109375,0.6650390625,0.25924408
0.3642578125,0.2958984375,0.1123046875,0.6650390625,0.15429857
0.3642578125,0.2958984375,0.7412109375,0.0595703125,0.31785992
0.4013671875,0.0908203125,0.1123046875,0.0595703125,0.18971002
0.8642578125,0.7958984375,0.2412109375,0.1650390625,0.43560106
0.9013671875,0.7958984375,0.2412109375,0.1650390625,0.43487743
0.8642578125,0.5908203125,0.2412109375,0.1650390625,0.4286967
0.8642578125,0.7958984375,0.6123046875,0.1650390625,0.5193612
0.8642578125,0.7958984375,0.2412109375,0.5595703125,0.40729937
0.9013671875,0.5908203125,0.6123046875,0.5595703125,0.4834315
0.6142578125,0.0458984375,0.9912109375,0.9150390625,0.21973681
0.6513671875,0.0458984375,0.9912109375,0.9150390625,0.22203791
0.6142578125,0.8408203125,0.9912109375,0.9150390625,0.41697598
0.6142578125,0.0458984375,0.3623046875,0.9150390625,0.17922452
0.6142578125,0.0458984375,0.9912109375,0.8095703125,0.23910879
0.6513671875,0.8408203125,0.3623046875,0.8095703125,0.3981367
0.1142578125,0.5458984375,0.4912109375,0.4150390625,0.3931287
0.1513671875,0.5458984375,0.4912109375,0.4150390625,0.39969134
0.1142578125,0.3408203125,0.4912109375,0.4150390625,0.24361232
0.1142578125,0.5458984375,0.8623046875,0.4150390625,0.4216454
0.1142578125,0.5458984375,0.4912109375,0.3095703125,0.40055913
0.1513671875,0.3408203125,0.8623046875,0.3095703125,0.2861221
0.0830078125,0.0146484375,0.5849609375,0.5712890625,0.20988758
0.8701171875,0.0146484375,0.5849609375,0.5712890625,0.28830194
0.0830078125,0.6220703125,0.5849609375,0.5712890625,0.40338203
0.0830078125,0.0146484375,0.5185546875,0.5712890625,0.19748574
0.0830078125,0.0146484375,0.5849609375,0.7783203125,0.18188569
0.8701171875,0.6220703125,0.5185546875,0.7783203125,0.44139266
0.5830078125,0.5146484375,0.0849609375,0.0712890625,0.3733553
0.3701171875,0.5146484375,0.0849609375,0.0712890625,0.35050532
0.5830078125,0.1220703125,0.0849609375,0.0712890625,0.20472407
0.5830078125,0.5146484375,0.0185546875,0.0712890625,0.36733198
0.5830078125,0.5146484375,0.0849609375,0.2783203125,0.3646578
0.3701171875,0.1220703125,0.0185546875,0.2783203125,0.16715331
0.8330078125,0.2646484375,0.8349609375,0.8212890625,0.2739162
0.1201171875,0.2646484375,0.8349609375,0.8212890625,0.20184927
0.8330078125,0.3720703125,0.8349609375,0.8212890625,0.3175556
0.8330078125,0.2646484375,0.7685546875,0.8212890625,0.27649212
0.8330078125,0.2646484375,0.8349609375,0.0283203125,0.34304377
0.1201171875,0.3720703125,0.7685546875,0.0283203125,0.31719217
0.3330078125,0.7646484375,0.3349609375,0.3212890625,0.41311574
0.6201171875,0.7646484375,0.3349609375,0.3212890625,0.44378567
0.3330078125,0.8720703125,0.3349609375,0.3212890625,0.41332003
0.3330078125,0.7646484375,0.2685546875,0.3212890625,0.3966566
0.3330078125,0.7646484375,0.3349609375,0.5283203125,0.39614487
0.6201171875,0.8720703125,0.2685546875,0.5283203125,0.41055992
0.4580078125,0.3896484375,0.2099609375,0.4462890625,0.25893843
0.7451171875,0.3896484375,0.2099609375,0.4462890625,0.2793058
0.4580078125,0.7470703125,0.2099609375,0.4462890625,0.39006865
0.4580078125,0.3896484375,0.8935546875,0.4462890625,0.3521648
0.4580078125,0.3896484375,0.2099609375,0.1533203125,0.27672404
0.7451171875,0.7470703125,0.8935546875,0.1533203125,0.52144796
0.9580078125,0.8896484375,0.7099609375,0.9462890625,0.43786782
0.2451171875,0.8896484375,0.7099609375,0.9462890625,0.39000952
0.9580078125,0.2470703125,0.7099609375,0.9462890625,0.24618
0.9580078125,0.8896484375,0.3935546875,0.9462890625,0.3823124
0.9580078125,0.8896484375,0.7099609375,0.6533203125,0.48687324
0.2451171875,0.2470703125,0.3935546875,0.6533203125,0.19177169
0.7080078125,0.1396484375,0.4599609375,0.1962890625,0.2898692
0.4951171875,0.1396484375,0.4599609375,0.1962890625,0.274695
0.7080078125,0.4970703125,0.4599609375,0.1962890625,0.4487637
0.7080078125,0.1396484375,0.6435546875,0.1962890625,0.32352054
0.7080078125,0.1396484375,0.4599609375,0.9033203125,0.21138386
0.4951171875,0.4970703125,0.6435546875,0.9033203125,0.38875556
0.2080078125,0.6396484375,0.9599609375,0.6962890625,0.40733716
0.9951171875,0.6396484375,0.9599609375,0.6962890625,0.4594107
0.2080078125,0.9970703125,0.9599609375,0.6962890625,0.4100647
0.2080078125,0.6396484375,0.1435546875,0.6962890625,0.31149438
0.2080078125,0.6396484375,0.9599609375,0.4033203125,0.4387815
0.9951171875,0.9970703125,0.1435546875,0.4033203125,0.39773977
0.1455078125,0.3271484375,0.3974609375,0.8837890625,0.1587524
0.3076171875,0.3271484375,0.3974609375,0.8837890625,0.18517978
0.1455078125,0.8095703125,0.3974609375,0.8837890625,0.33101797
0.1455078125,0.3271484375,0.9560546875,0.8837890625,0.196907
0.1455078125,0.3271484375,0.3974609375,0.2158203125,0.23258296
0.3076171875,0.8095703125,0.9560546875,0.2158203125,0.46943054
0.6455078125,0.8271484375,0.8974609375,0.3837890625,0.50422406
0.8076171875,0.8271484375,0.8974609375,0.3837890625,0.50939596
0.6455078125,0.3095703125,0.8974609375,0.3837890625,0.32524735
0.6455078125,0.8271484375,0.4560546875,0.3837890625,0.47156802
0.6455078125,0.8271484375,0.8974609375,0.7158203125,0.46851516
0.8076171875,0.3095703125,0.4560546875,0.7158203125,0.26205432
0.8955078125,0.0771484375,0.1474609375,0.6337890625,0.18202294
0.5576171875,0.0771484375,0.1474609375,0.6337890625,0.17136352
0.8955078125,0.0595703125,0.1474609375,0.6337890625,0.1819637
0.8955078125,0.0771484375,0.7060546875,0.6337890625,0.2940917
0.8955078125,0.0771484375,0.1474609375,0.9658203125,0.12641148
0.5576171875,0.0595703125,0.7060546875,0.9658203125,0.22776158
0.3955078125,0.5771484375,0.6474609375,0.1337890625,0.4873301
0.0576171875,0.5771484375,0.6474609375,0.1337890625,0.4328629
0.3955078125,0.5595703125,0.6474609375,0.1337890625,0.4837725
0.3955078125,0.5771484375,0.2060546875,0.1337890625,0.39141193
0.3955078125,0.5771484375,0.6474609375,0.4658203125,0.4671011
0.0576171875,0.5595703125,0.2060546875,0.4658203125,0.3131581
0.2705078125,0.2021484375,0.7724609375,0.0087890625,0.2936561
0.1826171875,0.2021484375,0.7724609375,0.0087890625,0.279294
0.2705078125,0.9345703125,0.7724609375,0.0087890625,0.48867095
0.2705078125,0.2021484375,0.5810546875,0.0087890625,0.27794766
0.2705078125,0.2021484375,0.7724609375,0.8408203125,0.22065423
0.1826171875,0.9345703125,0.5810546875,0.8408203125,0.38559854
0.7705078125,0.7021484375,0.2724609375,0.5087890625,0.41899922
0.6826171875,0.7021484375,0.2724609375,0.5087890625,0.4161885
0.7705078125,0.4345703125,0.2724609375,0.5087890625,0.3309729
0.7705078125,0.7021484375,0.0810546875,0.5087890625,0.38305718
0.7705078125,0.7021484375,0.2724609375,0.3408203125,0.4327462
0.6826171875,0.4345703125,0.0810546875,0.3408203125,0.30596712
0.5205078125,0.4521484375,0.5224609375,0.2587890625,0.41249153
0.9326171875,0.4521484375,0.5224609375,0.2587890625,0.42539963
0.5205078125,0.1845703125,0.5224609375,0.2587890625,0.28902838
0.5205078125,0.4521484375,0.8310546875,0.2587890625,0.43687528
0.5205078125,0.4521484375,0.5224609375,0.0908203125,0.41952616
0.9326171875,0.1845703125,0.8310546875,0.0908203125,0.33335486
0.0205078125,0.9521484375,0.0224609375,0.7587890625,0.2572585
0.4326171875,0.9521484375,0.0224609375,0.7587890625,0.32321617
0.0205078125,0.6845703125,0.0224609375,0.7587890625,0.2561347
0.0205078125,0.9521484375,0.3310546875,0.7587890625,0.3130503
0.0205078125,0.9521484375,0.0224609375,0.5908203125,0.27995515
0.4326171875,0.6845703125,0.3310546875,0.5908203125,0.4005808
0.0283203125,0.3505859375,0.5458984375,0.3759765625,0.2477171
0.0810546875,0.3505859375,0.5458984375,0.3759765625,0.2574352
0.0283203125,0.9736328125,0.5458984375,0.3759765625,0.40804392
0.0283203125,0.3505859375,0.4169921875,0.3759765625,0.2187244
0.0283203125,0.3505859375,0.5458984375,0.5205078125,0.23525752
0.0810546875,0.9736328125,0.4169921875,0.5205078125,0.37630975
0.5283203125,0.8505859375,0.0458984375,0.8759765625,0.31506026
0.5810546875,0.8505859375,0.0458984375,0.8759765625,0.31958258
0.5283203125,0.4736328125,0.0458984375,0.8759765625,0.26104963
0.5283203125,0.8505859375,0.9169921875,0.8759765625,0.43042517
0.5283203125,0.8505859375,0.0458984375,0.0205078125,0.39420813
0.5810546875,0.4736328125,0.9169921875,0.0205078125,0.46008474
0.7783203125,0.1005859375,0.7958984375,0.1259765625,0.33420664
0.8310546875,0.1005859375,0.7958984375,0.1259765625,0.3345394
0.7783203125,0.2236328125,0.7958984375,0.1259765625,0.33750096
0.7783203125,0.1005859375,0.1669921875,0.1259765625,0.22459471
0.7783203125,0.1005859375,0.7958984375,0.2705078125,0.32770327
0.8310546875,0.2236328125,0.1669921875,0.2705078125,0.22171848
0.2783203125,0.6005859375,0.2958984375,0.6259765625,0.361609
0.3310546875,0.6005859375,0.2958984375,0.6259765625,0.3694693
0.2783203125,0.7236328125,0.2958984375,0.6259765625,0.3669152
0.2783203125,0.6005859375,0.6669921875,0.6259765625,0.43876508
0.2783203125,0.6005859375,0.2958984375,0.7705078125,0.34126806
0.3310546875,0.7236328125,0.6669921875,0.7705078125,0.43159056
0.4033203125,0.2255859375,0.1708984375,0.5009765625,0.17737338
0.4560546875,0.2255859375,0.1708984375,0.5009765625,0.18371579
0.4033203125,0.8486328125,0.1708984375,0.5009765625,0.37097353
0.4033203125,0.2255859375,0.0419921875,0.5009765625,0.15958527
0.4033203125,0.2255859375,0.1708984375,0.3955078125,0.18645637
0.4560546875,0.8486328125,0.0419921875,0.3955078125,0.36861077
0.9033203125,0.7255859375,0.6708984375,0.0009765625,0.5300148
0.9560546875,0.7255859375,0.6708984375,0.0009765625,0.5281778
0.9033203125,0.3486328125,0.6708984375,0.0009765625,0.36903486
0.9033203125,0.7255859375,0.5419921875,0.0009765625,0.5113613
0.9033203125,0.7255859375,0.6708984375,0.8955078125,0.4467099
0.9560546875,0.3486328125,0.5419921875,0.8955078125,0.2652393
0.6533203125,0.4755859375,0.4208984375,0.7509765625,0.37002072
0.7060546875,0.4755859375,0.4208984375,0.7509765625,0.37250754
0.6533203125,0.0986328125,0.4208984375,0.7509765625,0.22547637
0.6533203125,0.4755859375,0.2919921875,0.7509765625,0.33746746
0.6533203125,0.4755859375,0.4208984375,0.6455078125,0.38485494
0.7060546875,0.0986328125,0.2919921875,0.6455078125,0.21024416
0.1533203125,0.9755859375,0.9208984375,0.2509765625,0.44839758
0.2060546875,0.9755859375,0.9208984375,0.2509765625,0.45740128
0.1533203125,0.5986328125,0.9208984375,0.2509765625,0.44234973
0.1533203125,0.9755859375,0.7919921875,0.2509765625,0.46006918
0.1533203125,0.9755859375,0.9208984375,0.1455078125,0.45313412
0.2060546875,0.5986328125,0.7919921875,0.1455078125,0.46776155
0.2158203125,0.0380859375,0.4833984375,0.0634765625,0.24608831
0.5185546875,0.0380859375,0.4833984375,0.0634765625,0.2866369
0.2158203125,0.6611328125,0.4833984375,0.0634765625,0.44160277
0.2158203125,0.0380859375,0.1044921875,0.0634765625,0.16093005
0.2158203125,0.0380859375,0.4833984375,0.4580078125,0.22429173
0.5185546875,0.6611328125,0.1044921875,0.4580078125,0.37519646
0.7158203125,0.5380859375,0.9833984375,0.5634765625,0.45844555
0.0185546875,0.5380859375,0.9833984375,0.5634765625,0.3697043
0.7158203125,0.1611328125,0.9833984375,0.5634765625,0.28087354
0.7158203125,0.5380859375,0.6044921875,0.5634765625,0.46921095
0.7158203125,0.5380859375,0.9833984375,0.9580078125,0.39624852
0.0185546875,0.1611328125,0.6044921875,0.9580078125,0.14070067
0.9658203125,0.2880859375,0.2333984375,0.3134765625,0.23834825
